ProviderID,ProviderFirstName,ProviderMiddleInitial,ProviderLastName,ProviderNameSuffix,ProviderType,ProviderGender,ProviderRaceEthnicity,ProviderDOB,ProviderAge,ProviderNPI
63c1158c-6dd8-43b6-afa3-eeca8312126f,Laura,U,Diaz,II,Dentist,Male,White,1986-12-04,39,9326205104
78d36cbe-4fd6-4af6-911d-a62ff72dfdad,Victoria,V,Richardson,PhD,Pediatrician,Male,Hispanic or Latino,1990-04-27,35,2096478330
905ea4e8-7d2b-49b9-8d76-2be6b9cf710e,Rebekah,V,Young,Sr.,General Practitioner,Male,Black or African American,1952-12-05,73,4713276667
0e646161-1d19-4b8b-bbdd-dbc4af838eca,Aaron,U,Olson,III,Neurologist,Male,Other,1994-08-07,31,4737389046
b4441ba7-e9ea-4e4b-9ed1-d62f172bb394,Debbie,X,Thomas,III,General Practitioner,Female,Other,1977-12-20,48,6109745115
211885d8-efbf-47dd-8da8-b682ee071ad3,Sarah,L,Robinson,PhD,Dentist,Female,Other,1961-05-23,64,8550420341
03b397ee-fd91-43b9-8d18-6695a04b1613,Riley,E,Lawrence,None,Neurologist,Other,Native American,1964-01-29,61,3499978607
908f31ad-4c5b-4dfb-9fef-f6a0f910eed6,Christine,Q,Manning,II,General Practitioner,Female,Other,1979-01-03,46,6630215105
9e4747eb-f566-4438-a7b3-670421d7b6d5,Michael,P,Wagner,None,Neurologist,Other,Black or African American,1957-03-23,68,1554717622
ac657077-fc1d-4a72-b8d5-8d79549263f3,Robert,O,Miller,MD,Dentist,Male,White,1992-11-24,33,1130863233
dbb54508-b49b-48cd-8906-cb874f6b89d3,Kenneth,Q,Williams,Sr.,Neurologist,Female,Native American,1959-09-10,66,1146541526
ae064b1b-ad19-45a8-81c3-6219ed180155,Brittany,N,Kelley,Sr.,Pediatrician,Male,Other,1958-07-17,67,9519362919
88291d97-d60a-4df3-9209-97dad08b3602,Stephanie,A,Wallace,III,Dentist,Other,White,1953-11-09,72,4865730620
88d14c74-d30c-4ef3-a625-23c9b3642dca,Andrea,Z,Walton,MD,Neurologist,Male,White,1955-07-19,70,4091087856
25f55abe-a3b8-487c-b7cc-fbd5eb4c687d,Kimberly,V,Smith,II,Pediatrician,Other,Asian,1962-12-04,63,2990163787
75c540a0-fce9-48ec-b643-8e2559f41856,Tiffany,H,Velasquez,Jr.,General Practitioner,Other,Other,1984-01-07,41,8128103707
aeb5a877-8528-45f7-9bac-5fdf946c5287,Ashley,V,Dean,II,Cardiologist,Male,Black or African American,1983-07-18,42,3772707972
36e2ba78-7315-44d8-ad08-1d8bd07c2651,Kelsey,T,Price,MD,General Practitioner,Female,Asian,1997-02-12,28,2049635376
a765f1c7-685a-4e39-855f-4d8d54f15743,Jason,A,Pierce,III,Pediatrician,Male,Native American,1954-05-01,71,3726868242
00915b1b-872e-4c84-ab53-c9c8b55e56fc,Benjamin,Z,Jackson,PhD,Neurologist,Female,Other,1989-05-28,36,2865262834
8add2a87-3e58-403d-bc79-5d420706eae3,Mary,W,Carroll,II,Neurologist,Male,Hispanic or Latino,1990-02-18,35,5701950471
a787b00a-b16e-47c4-b230-021c14a8798d,Juan,C,Palmer,None,Dentist,Other,Other,2000-04-30,25,8721096628
06c47b90-9199-4c12-b950-42378d999569,Kelly,D,Bishop,MD,Neurologist,Male,Native American,1957-04-10,68,7792465967
f735cde1-2274-4383-ae07-1d3f14e2688f,Theresa,E,Ellis,Jr.,Neurologist,Male,Hispanic or Latino,1990-10-14,35,9927189067
843176e2-d4fd-4b38-8421-347ab2aad1eb,Angela,Q,Williams,Jr.,Dentist,Female,Black or African American,1956-05-23,69,5343644800
e31ce2ff-0f5d-4867-90b6-31a8da28a520,Christine,N,Hill,III,Pediatrician,Other,Black or African American,1988-06-10,37,3087176647
f73834b4-df51-4ba9-933c-a82e30697b6a,Kayla,C,Williams,III,General Practitioner,Other,Hispanic or Latino,1972-06-08,53,7305622175
d7123480-1a5f-4044-83d8-dc238444c0d5,Karla,R,Graham,III,Dentist,Other,Hispanic or Latino,1987-06-20,38,6517326076
80e91034-db71-4e54-89c5-864d5ba77248,Laurie,C,Golden,None,Pediatrician,Male,Hispanic or Latino,1952-01-20,73,1189121030
21fd72a2-b3be-4cb6-af70-441a4364674a,Heather,V,Anderson,MD,Dentist,Female,Native American,1996-01-09,29,8715968722
e4ccc1b3-e26f-4e22-9724-fb8bb96701d3,Ronald,M,Anderson,Sr.,Cardiologist,Other,Black or African American,1993-09-04,32,7073229568
25dee17c-4b69-418f-bc34-5482ca9b46bd,Hannah,P,Ward,III,Neurologist,Female,Other,1954-04-01,71,6494665052
611928a6-5139-491f-8b98-2d200dea7d5f,Christopher,U,Young,MD,Dentist,Male,Asian,1960-12-28,65,4676618813
240b60eb-fe11-42ca-8859-8e4ae61bc19f,Joseph,V,Myers,Jr.,General Practitioner,Other,Hispanic or Latino,1996-10-13,29,5026361238
40fcb372-25a2-4ecd-9197-bd6392e8239a,Roger,Y,Montgomery,II,Neurologist,Male,Black or African American,1984-04-03,41,1359783087
44ffc001-6b36-4342-bcd9-3901dd84f015,Sara,P,Holden,MD,General Practitioner,Other,Native American,1950-09-03,75,3107031600
36dc0e13-c3f8-4e8d-97a9-79efcce081d2,Victor,M,Turner,II,Pediatrician,Female,Native American,1974-10-26,51,6509315964
272963c7-7a2d-4141-8558-44e6b765f551,Evan,F,Myers,Sr.,Neurologist,Female,White,1979-03-03,46,8583132933
801dd376-1570-4a06-bf1d-1d24f51db861,Tami,W,Lucas,III,General Practitioner,Male,Native American,1957-12-06,68,8406066187
a6c97243-831c-403a-b7c3-23dcad6d01e8,Nicole,W,Lopez,MD,Cardiologist,Female,Other,1962-04-12,63,7736583397
d5b8d7a4-c30d-4eef-81ae-a7eede4b5b03,Rhonda,R,Martinez,None,Neurologist,Female,Hispanic or Latino,1957-03-01,68,1053580627
b2982ef5-ec94-40cf-8fbf-9a6226ed52a9,Justin,O,Kaiser,II,Pediatrician,Female,Other,1997-11-22,28,6400673573
88e92ebe-6a45-4719-89c1-a6d2403a2e1d,James,B,Hampton,II,Dentist,Female,Asian,1984-04-29,41,4276514221
b6ae4878-57b3-46e4-be81-dee272e298f9,Logan,T,Bender,MD,Dentist,Other,Asian,1960-07-30,65,2352918217
6d929496-1ca2-48b1-a21b-2c559d8c30c2,William,Z,Simmons,PhD,Cardiologist,Female,White,1965-08-02,60,5489287995
9a36fc1d-f583-4ead-97fc-62fd0c5f0a12,John,Y,Gallegos,II,General Practitioner,Male,Other,1951-07-20,74,2797175295
092dd92b-f690-425b-8df4-bf06c4af94a6,Ashley,B,Lewis,II,Neurologist,Male,White,1960-11-08,65,7795938424
8fbb3e3f-7e04-42ff-adf2-5e3a2ae4ab97,Catherine,N,Ramirez,III,Dentist,Other,Asian,1980-02-01,45,6747877003
61a8dbe1-bf1a-4a42-874e-f54b2a95d405,Jimmy,B,Kirby,Sr.,Dentist,Male,Black or African American,1948-07-12,77,7367342899
c2c0648e-3758-4f16-b62f-30f043b1e63a,William,M,Cooper,PhD,General Practitioner,Male,Black or African American,1945-09-05,80,5024900988
bcf1e407-3d2e-4e6b-86ca-cb60df4217af,Victor,Y,Martinez,II,Neurologist,Other,Other,1986-07-06,39,8476663085
d790e0b8-ec5d-4682-b9d6-ebdc5e7a771e,Taylor,N,Newman,MD,Dentist,Other,Black or African American,1961-04-16,64,3879792640
a99b137d-ae43-497b-8e06-d099185f97a9,Benjamin,E,Kelly,MD,Neurologist,Other,Native American,1964-03-03,61,2761401904
381bc2bc-65a6-4a38-8c37-016d7744b9ba,Megan,Z,Dudley,PhD,Dentist,Female,Native American,1984-05-01,41,2903334092
4411a3de-3027-4d51-ad4f-d828e1030a4c,Samuel,R,Fisher,III,Pediatrician,Other,White,1998-08-25,27,4156593160
6b674a3c-c3c9-4c12-93e6-58d84264c336,Renee,G,Peterson,Jr.,Pediatrician,Other,White,1992-02-21,33,3597454730
007d1df1-b680-482c-8e7a-c570330cfc9e,Brenda,H,Colon,Sr.,Neurologist,Male,Native American,1963-11-21,62,4140725643
337bd5a0-5638-4d61-981d-87890d165479,Valerie,D,Saunders,MD,General Practitioner,Male,White,1944-08-19,81,6629876818
17158c37-1a15-4c0e-967d-2d2401d89792,Edward,Y,Ruiz,Jr.,Neurologist,Male,Native American,1984-06-23,41,9072091119
4068b31a-7aa1-4aa3-9f71-4b784efe6916,Brittney,X,Johnson,Jr.,Cardiologist,Female,Other,1988-09-03,37,6245259275
59cb966c-d899-465b-a150-84fad5c50d70,Erika,M,Johnson,None,Neurologist,Other,Asian,1945-05-12,80,9636111756
57e63dbe-3d4f-4fce-9eb4-ad7c1c1863eb,Eric,I,Rodriguez,Sr.,General Practitioner,Other,Asian,1970-07-23,55,8192862587
cbce4ec1-694b-40d6-b7e7-c93959384060,Kristina,O,Little,None,General Practitioner,Female,Hispanic or Latino,1971-09-03,54,9410633521
b82314ef-2ce6-40ab-8ba8-612511655bc4,Katrina,P,Howard,Jr.,Pediatrician,Male,Hispanic or Latino,1987-12-08,38,8166568470
b06808df-b575-47e7-b17f-e101bec6a4e8,Michael,N,Hunter,Jr.,General Practitioner,Female,Native American,1998-11-21,27,3344596727
6aaf46a9-abca-4a16-b64f-a298303ad247,Linda,I,Diaz,PhD,General Practitioner,Other,White,1947-12-24,78,6236326843
4f4e34d1-279f-4fc1-8d30-34bd6dc07804,Caleb,M,Mendoza,PhD,General Practitioner,Other,White,1988-05-31,37,9961615167
11b60810-75a4-48f1-8714-08bfef770583,Jose,F,Lambert,PhD,Cardiologist,Other,Hispanic or Latino,1990-02-21,35,2898463297
d3a58ff5-657b-4eab-8edf-9e0e0019bcd6,Ashley,M,Martinez,Jr.,Cardiologist,Other,Asian,1953-05-29,72,4190740656
058a2bff-65cc-42e2-a0b1-1ca10534f573,Stacey,X,Wright,II,Neurologist,Female,Hispanic or Latino,1969-08-08,56,2076733542
99abf511-f7d6-4714-b129-5ffbedfff6c6,William,Y,Smith,MD,Neurologist,Male,Native American,1980-04-19,45,6767392822
d049c22e-272b-4998-b3e5-2c1bdc245a7a,Patricia,R,Terrell,MD,Pediatrician,Male,Hispanic or Latino,1954-07-19,71,8073356077
d563fd75-b1a3-4aa0-bd83-d901fc7b0819,Laura,C,Howard,PhD,Neurologist,Male,Native American,1949-10-26,76,8718253534
ba263c64-8560-43d7-95c4-86ff5114f7fb,Angela,X,Mcdonald,MD,Neurologist,Other,Native American,1960-03-01,65,5670641098
e4f5b957-0c4f-4cc0-9b13-adaa2bb1167d,Erica,O,Brown,Sr.,Dentist,Female,Black or African American,1958-08-13,67,5754774283
cdf7e463-a0de-43b5-a2b7-cd0524273c5d,Angela,W,Solomon,II,Neurologist,Male,Hispanic or Latino,1971-07-05,54,5877395313
74034907-648d-4198-a341-044ad1f86ab3,David,O,Thomas,III,Cardiologist,Other,Hispanic or Latino,1982-06-18,43,4510377820
de50fe8c-b5e8-4bbf-b567-668ee520b07d,Ryan,I,Carr,Jr.,General Practitioner,Other,Native American,1953-08-22,72,7100979276
cfbf390f-4f95-4030-b95b-856bf082c0cc,Karen,V,Brown,PhD,Neurologist,Other,Black or African American,1971-03-31,54,6358174140
15e2e515-4838-405f-9250-ccf777047905,Kelly,G,Wood,PhD,Neurologist,Other,White,1987-04-03,38,4291648522
e3a6d56f-0c87-4de3-8037-9e11d987d2fc,Brian,E,Christian,None,Cardiologist,Male,Native American,1972-07-13,53,7933596973
e4d55dd8-e160-4953-ac89-78606c3fb45a,Kelly,U,Garcia,None,Pediatrician,Male,Asian,1963-07-11,62,9594143088
1c3becdc-28ed-44c4-a841-fa50e3484b8d,Paul,C,Crawford,MD,Pediatrician,Other,White,1958-09-08,67,6559465539
bbf3b56f-f9fe-4498-908c-59380020932c,Maria,T,Myers,Sr.,Cardiologist,Other,Native American,1969-11-15,56,8438168364
66e0302c-2d58-4715-9dca-65d93a135194,Robert,T,Collins,III,Pediatrician,Female,Asian,1964-01-13,61,5701016933
0c650398-f0ed-4085-b5b6-485a6608f0fe,Edwin,N,Phillips,None,Pediatrician,Female,White,1950-04-11,75,1288747230
b80ce382-5bc2-45bc-9f6d-8be1f033eb9f,Craig,L,Mueller,III,General Practitioner,Other,Hispanic or Latino,1979-06-17,46,3478751046
4f37502c-ffc2-48b6-a9b2-eab094a74be6,Kelsey,B,Taylor,None,Cardiologist,Female,Asian,1968-07-18,57,4203420620
98d0f6f6-2452-43ec-b2aa-9561a4cfc817,Patricia,Y,Mccarty,III,General Practitioner,Other,Other,1958-05-19,67,4366299128
fc2f79c6-b752-45ad-8340-1ca1ae710b1f,Caroline,U,Day,None,Dentist,Other,Hispanic or Latino,1993-12-15,32,1817740652
070a1b75-6328-442a-b74d-a3cfff883ee8,Peter,Z,Nelson,Jr.,General Practitioner,Other,Other,1953-03-01,72,2187896506
d67fe8ea-3983-431f-acd9-addd089c3dfb,Deborah,U,Ramirez,PhD,Cardiologist,Male,Asian,1964-09-26,61,3154011517
9e0ac5bf-fbc8-4c17-a7a9-630af1d69f5c,Alan,E,Frost,MD,Pediatrician,Female,Native American,1979-10-23,46,2031360016
d08b3436-eaab-40b8-b89b-62f5cd849884,Michael,W,Flores,Sr.,Neurologist,Female,Asian,1997-02-27,28,5790682381
b45fd164-e4d6-4af2-9e31-e01f6ff8c20a,Elizabeth,J,Rowe,MD,Pediatrician,Male,Hispanic or Latino,1957-12-31,68,6763091118
dbef7df7-8b23-4572-baa7-09967cbac02f,John,D,Johnson,II,General Practitioner,Other,White,1945-06-27,80,8353704079
3630c879-0a14-4e84-8ba8-f43e35815757,Christina,D,Roman,II,Pediatrician,Female,Other,1997-03-12,28,4603003335
f8df6870-b460-482a-babc-dae72b5a6c92,James,O,Wise,MD,Cardiologist,Male,Asian,1946-12-02,79,2857615087
d63d9364-4f7f-4b31-8d17-6601f6a3907a,Wesley,C,Blair,III,Pediatrician,Male,Native American,1957-01-29,68,6746511767
c382f007-ae1f-4aa3-88f4-c3e89e1e743a,Nicole,X,Harris,PhD,Cardiologist,Male,White,1982-12-01,43,8828830114
eb007fc5-47f5-4bbf-99b2-34e85efda78b,Alyssa,P,Macias,Jr.,Dentist,Female,Hispanic or Latino,1981-08-29,44,3598928483
77040c82-52da-4f69-bdb1-b690484dad63,Matthew,B,Malone,II,Neurologist,Other,Hispanic or Latino,1977-07-11,48,5846377299
10ef430d-a7a0-45b4-9fed-08141fb520c9,Kathleen,Q,Robinson,Jr.,Dentist,Female,White,1954-09-24,71,1733418946
1434edb2-0427-4768-b022-afb927e51724,Cindy,R,Novak,III,Pediatrician,Male,White,1982-05-19,43,5576251784
e7e400f7-0292-4aa5-a043-7cb0909a92d9,William,B,Adams,Sr.,Cardiologist,Male,Hispanic or Latino,1977-02-12,48,1202977715
31af81bc-4d6a-4407-a8a9-4b01fd392a20,Kristine,E,Martinez,PhD,Dentist,Other,Black or African American,1960-08-11,65,6638924888
6e51f1f8-54ee-4632-8bb6-a4e457a952ef,Mark,X,Smith,III,Cardiologist,Other,Asian,1954-04-16,71,3426063423
6b1097e2-8cf7-435a-a535-dfae132da57f,Jessica,P,Stewart,Jr.,Neurologist,Other,White,1953-08-27,72,2924851329
b0d14395-0b9b-4652-a7d3-53e81ed9c405,Vanessa,B,Armstrong,Jr.,Cardiologist,Male,Black or African American,1999-09-07,26,2437370035
eaab35af-787d-4a7b-882f-6dffbfaea47a,Matthew,H,Lopez,None,Cardiologist,Male,White,1973-09-29,52,9693170495
4c9f9252-3d29-4433-afa2-17b6b3715596,Christina,J,Brooks,II,General Practitioner,Other,Native American,1986-08-31,39,8524254701
72448fc1-4e0f-46f0-b7f9-1fd6bceb1a6f,Thomas,Z,May,Jr.,Neurologist,Other,Other,1991-09-26,34,7676259195
c5de1ad9-daa4-4ccb-90cb-b69bccf15539,Pamela,K,Davis,None,Dentist,Female,Asian,1947-01-20,78,4683465179
649ad85d-dd59-47cc-8ce5-774be6eb8c33,Connor,A,Vargas,MD,Neurologist,Male,Native American,1975-03-18,50,3448433631
b42e3b35-cfac-48fc-b996-953a21a9190d,Melissa,R,Martinez,III,General Practitioner,Other,Asian,1990-06-22,35,7235038416
0916d118-26fa-40b3-b731-7bda4c0e558b,Frank,L,Howard,None,Neurologist,Female,White,1989-02-13,36,4886435794
3e0e4734-ab64-401e-8661-42f849d7b71f,Corey,K,Smith,None,Pediatrician,Other,White,1994-04-17,31,9978781104
e1dd28b9-a866-4262-ac03-66dd025b0837,Kimberly,L,Coleman,Sr.,Cardiologist,Female,Native American,1978-05-18,47,3605218914
ea59e903-012c-4270-9a68-a8905c9d8071,April,V,Manning,PhD,General Practitioner,Male,Hispanic or Latino,1959-01-02,66,6707787035
